,ID,Condition,Sentence,Construction,Semantic_Role,Prompt_GPT,Prompt_BERT,Verb_to_retrieve,DObj_to_retrieve
168,34.0,AT - AT,"The soldier dug a pool, and the dog a grave.",Gapping,Patient,"The soldier dug a pool, and the dog a grave. What the dog did is","The soldier dug a pool, and the dog a grave. What the dog did is  [MASK] a grave.",dig,grave
169,34.0,T - SP violation,"The soldier dug a trench, and the dog a person.",Gapping,Patient,"The soldier dug a trench, and the dog a person. What the dog did is","The soldier dug a trench, and the dog a person. What the dog did is  [MASK] a person.",dig,person
170,35.0,T - T,"The waiter has delivered a drink, and the postman a mail.",Gapping,Patient,"The waiter has delivered a drink, and the postman a mail. What the postman has done is","The waiter has delivered a drink, and the postman a mail. What the postman has done is  [MASK] a mail.",deliver,mail
171,35.0,T - AT,"The waiter has delivered a drink, and the postman a punch.",Gapping,Patient,"The waiter has delivered a drink, and the postman a punch. What the postman has done is","The waiter has delivered a drink, and the postman a punch. What the postman has done is  [MASK] a punch.",deliver,punch
172,35.0,AT - T,"The waiter has delivered a speech, and the postman a mail.",Gapping,Patient,"The waiter has delivered a speech, and the postman a mail. What the postman has done is","The waiter has delivered a speech, and the postman a mail. What the postman has done is  [MASK] a mail.",deliver,mail
173,35.0,AT - AT,"The waiter has delivered a speech, and the postman a punch.",Gapping,Patient,"The waiter has delivered a speech, and the postman a punch. What the postman has done is","The waiter has delivered a speech, and the postman a punch. What the postman has done is  [MASK] a punch.",deliver,punch
174,35.0,T - SP violation,"The waiter has delivered a drink, and the postman the sun. ",Gapping,Patient,"The waiter has delivered a drink, and the postman the sun.  What the postman has done is","The waiter has delivered a drink, and the postman the sun.  What the postman has done is  [MASK] the sun.",deliver,sun
175,36.0,T - T,"The cook will mix ingredients, and the chemist will the substances.",Pseudo-gapping,Patient,"The cook will mix ingredients, and the chemist will the substances. What the chemist will do is","The cook will mix ingredients, and the chemist will the substances. What the chemist will do is  [MASK] the substances.",mix,substances
176,36.0,T - AT,"The cook will mix ingredients, and the chemist will the music.",Pseudo-gapping,Patient,"The cook will mix ingredients, and the chemist will the music. What the chemist will do is","The cook will mix ingredients, and the chemist will the music. What the chemist will do is [MASK] the music.",mix,music
177,36.0,AT - T,"The cook will mix the paint, and the chemist will the substances.",Pseudo-gapping,Patient,"The cook will mix the paint, and the chemist will the substances. What the chemist will do is","The cook will mix the paint, and the chemist will the substances. What the chemist will do is [MASK] the substances.",mix,substances
178,36.0,AT - AT,"The cook will mix the paint, and the chemist will the music.",Pseudo-gapping,Patient,"The cook will mix the paint, and the chemist will the music. What the chemist will do is","The cook will mix the paint, and the chemist will the music. What the chemist will do is [MASK] the music.",mix,music
179,36.0,T - SP violation,"The cook will mix ingredients, and the chemist will the dog.",Pseudo-gapping,Patient,"The cook will mix ingredients, and the chemist will the dog. What the chemist will do is","The cook will mix ingredients, and the chemist will the dog. What the chemist will do is [MASK] the dog.",mix,dog
180,37.0,T - T,"The child will drink the coke, and the student will the coffee.",Pseudo-gapping,Patient,"The child will drink the coke, and the student will the coffee. What the student will do is","The child will drink the coke, and the student will the coffee. What the student will do is [MASK] the coffee.",drink,coffee
181,37.0,T - AT,"The child will drink the coke, and the student will the gasoline.",Pseudo-gapping,Patient,"The child will drink the coke, and the student will the gasoline. What the student will do is","The child will drink the coke, and the student will the gasoline. What the student will do is [MASK] the gasoline.",drink,gasoline
182,37.0,AT - T,"The child will drink the beer, and the student will the coffee.",Pseudo-gapping,Patient,"The child will drink the beer, and the student will the coffee. What the student will do is","The child will drink the beer, and the student will the coffee. What the student will do is [MASK] the coffee.",drink,coffee
183,37.0,AT - AT,"The child will drink the beer, and the student will the gasoline.",Pseudo-gapping,Patient,"The child will drink the beer, and the student will the gasoline. What the student will do is","The child will drink the beer, and the student will the gasoline. What the student will do is [MASK] the gasoline.",drink,gasoline
184,37.0,T - SP violation,"The child will drink the coke, and the student will the music.",Pseudo-gapping,Patient,"The child will drink the coke, and the student will the music. What the student will do is","The child will drink the coke, and the student will the music. What the student will do is [MASK] the music.",drink,music
185,38.0,T - T,"The child will visit his grandmother, and the tourist will the museum.",Pseudo-gapping,Patient,"The child will visit his grandmother, and the tourist will the museum. What the tourist will do is","The child will visit his grandmother, and the tourist will the museum. What the tourist will do is [MASK] the museum.",visit,museum
186,38.0,T - AT,"The child will visit his grandmother, and the tourist will the patient.",Pseudo-gapping,Patient,"The child will visit his grandmother, and the tourist will the patient. What the tourist will do is","The child will visit his grandmother, and the tourist will the patient. What the tourist will do is [MASK] the patient.",visit,patient
187,38.0,AT - T,"The child will visit the president, and the tourist will the museum.",Pseudo-gapping,Patient,"The child will visit the president, and the tourist will the museum. What the tourist will do is","The child will visit the president, and the tourist will the museum. What the tourist will do is [MASK] the museum.",visit,museum
188,38.0,AT - AT,"The child will visit the president, and the tourist will the patient.",Pseudo-gapping,Patient,"The child will visit the president, and the tourist will the patient. What the tourist will do is","The child will visit the president, and the tourist will the patient. What the tourist will do is [MASK] the patient.",visit,patient
189,38.0,T - SP violation,"The child will visit the president, and the tourist will the pen.",Pseudo-gapping,Patient,"The child will visit the president, and the tourist will the pen. What the tourist will do is","The child will visit the president, and the tourist will the pen. What the tourist will do is [MASK] the pen.",visit,pen
190,39.0,T - T,"The child will tell a lie, and the grandfather will a story.",Pseudo-gapping,Patient,"The child will tell a lie, and the grandfather will a story. What the grandfather will do is","The child will tell a lie, and the grandfather will a story. What the grandfather will do is [MASK] a story.",tell,story
191,39.0,T - AT,"The child will tell a lie, and the grandfather will the strategy.",Pseudo-gapping,Patient,"The child will tell a lie, and the grandfather will the strategy. What the grandfather will do is","The child will tell a lie, and the grandfather will the strategy. What the grandfather will do is [MASK] the strategy.",tell,strategy
192,39.0,AT - T,"The child will tell the verdict, and the grandfather will a story.",Pseudo-gapping,Patient,"The child will tell the verdict, and the grandfather will a story. What the grandfather will do is","The child will tell the verdict, and the grandfather will a story. What the grandfather will do is [MASK] a story.",tell,story
193,39.0,AT - AT,"The child will tell the verdict, and the grandfather will the strategy.",Pseudo-gapping,Patient,"The child will tell the verdict, and the grandfather will the strategy. What the grandfather will do is","The child will tell the verdict, and the grandfather will the strategy. What the grandfather will do is [MASK] the strategy.",tell,strategy
194,39.0,T - SP violation,"The child will tell a lie, and the grandfather will a cake. ",Pseudo-gapping,Patient,"The child will tell a lie, and the grandfather will a cake. What the grandfather will do is","The child will tell a lie, and the grandfather will a cake. What the grandfather will do is [MASK] a cake.",tell,cake
195,40.0,T - T,"The refugee will find shelter, and the animal will the food.",Pseudo-gapping,Patient,"The refugee will find shelter, and the animal will the food. What the animal will do is","The refugee will find shelter, and the animal will the food. What the animal will do is [MASK] the food.",find,food
196,40.0,T - AT,"The refugee will find shelter, and the animal will the map.",Pseudo-gapping,Patient,"The refugee will find shelter, and the animal will the map. What the animal will do is","The refugee will find shelter, and the animal will the map. What the animal will do is [MASK] the map.",find,map
197,40.0,AT - T,"The refugee will find the doll, and the animal will the food.",Pseudo-gapping,Patient,"The refugee will find the doll, and the animal will the food. What the animal will do is","The refugee will find the doll, and the animal will the food. What the animal will do is [MASK] the food.",find,food
198,40.0,AT - AT,"The refugee will find the doll, and the animal will the map.",Pseudo-gapping,Patient,"The refugee will find the doll, and the animal will the map. What the animal will do is","The refugee will find the doll, and the animal will the map. What the animal will do is [MASK] the map.",find,map
199,40.0,T - SP violation,"The refugee will find shelter, and the animal will the sadness.",Pseudo-gapping,Patient,"The refugee will find shelter, and the animal will the sadness. What the animal will do is","The refugee will find shelter, and the animal will the sadness. What the animal will do is [MASK] the sadness.",find,sadness
200,41.0,T - T,"The waiter will open the bottle, and the child will the present.",Pseudo-gapping,Patient,"The waiter will open the bottle, and the child will the present. What the child will do is","The waiter will open the bottle, and the child will the present. What the child will do is [MASK] the present.",open,present
201,41.0,T - AT,"The waiter will open the bottle, and the child will the congress.",Pseudo-gapping,Patient,"The waiter will open the bottle, and the child will the congress. What the child will do is","The waiter will open the bottle, and the child will the congress. What the child will do is [MASK] the congress.",open,congress
202,41.0,AT - T,"The waiter will open the sarcophagus, and the child will the present.",Pseudo-gapping,Patient,"The waiter will open the sarcophagus, and the child will the present. What the child will do is","The waiter will open the sarcophagus, and the child will the present. What the child will do is [MASK] the present.",open,present
203,41.0,AT - AT,"The waiter will open the sarcophagus, and the child will the congress.",Pseudo-gapping,Patient,"The waiter will open the sarcophagus, and the child will the congress. What the child will do is","The waiter will open the sarcophagus, and the child will the congress. What the child will do is [MASK] the congress.",open,congress
204,41.0,T - SP violation,"The waiter will open the bottle, and the child will the sun. ",Pseudo-gapping,Patient,"The waiter will open the bottle, and the child will the sun. What the child will do is","The waiter will open the bottle, and the child will the sun. What the child will do is [MASK] the sun.",open,sun
205,42.0,T - T,"The librarian will stack the books, and the lumberjack will the wood.",Pseudo-gapping,Patient,"The librarian will stack the books, and the lumberjack will the wood. What the lumberjack will do is","The librarian will stack the books, and the lumberjack will the wood. What the lumberjack will do is [MASK] the wood.",stack,wood
206,42.0,T - AT,"The librarian will stack the books, and the lumberjack will the suitcase.",Pseudo-gapping,Patient,"The librarian will stack the books, and the lumberjack will the suitcase. What the lumberjack will do is","The librarian will stack the books, and the lumberjack will the suitcase. What the lumberjack will do is [MASK] the suitcase.",stack,suitcase
207,42.0,AT - T,"The librarian will stack the supplies, and the lumberjack will the wood.",Pseudo-gapping,Patient,"The librarian will stack the supplies, and the lumberjack will the wood. What the lumberjack will do is","The librarian will stack the supplies, and the lumberjack will the wood. What the lumberjack will do is [MASK] the wood.",stack,wood
208,42.0,AT - AT,"The librarian will stack the supplies, and the lumberjack will the suitcase.",Pseudo-gapping,Patient,"The librarian will stack the supplies, and the lumberjack will the suitcase. What the lumberjack will do is","The librarian will stack the supplies, and the lumberjack will the suitcase. What the lumberjack will do is [MASK] the suitcase.",stack,suitcase
209,42.0,T - SP violation,"The librarian will stack the books, and the lumberjack will the river.",Pseudo-gapping,Patient,"The librarian will stack the books, and the lumberjack will the river. What the lumberjack will do is","The librarian will stack the books, and the lumberjack will the river. What the lumberjack will do is [MASK] the river.",stack,river
210,43.0,T - T,"The tailor will sew the dress, and the doctor will the wound.",Pseudo-gapping,Patient,"The tailor will sew the dress, and the doctor will the wound. What the doctor will do is","The tailor will sew the dress, and the doctor will the wound. What the doctor will do is [MASK] the wound.",sew,wound
211,43.0,T - AT,"The tailor will sew the dress, and the doctor will the shoe.",Pseudo-gapping,Patient,"The tailor will sew the dress, and the doctor will the shoe. What the doctor will do is","The tailor will sew the dress, and the doctor will the shoe. What the doctor will do is [MASK] the shoe.",sew,shoe
212,43.0,AT - T,"The tailor will sew the parachute, and the doctor will the wound.",Pseudo-gapping,Patient,"The tailor will sew the parachute, and the doctor will the wound. What the doctor will do is","The tailor will sew the parachute, and the doctor will the wound. What the doctor will do is [MASK] the wound.",sew,wound
213,43.0,AT - AT,"The tailor will sew the parachute, and the doctor will the shoe",Pseudo-gapping,Patient,"The tailor will sew the parachute, and the doctor will the shoe. What the doctor will do is","The tailor will sew the parachute, and the doctor will the shoe. What the doctor will do is [MASK] the shoe.",sew,shoe
214,43.0,T - SP violation,"The tailor will sew the dress, and the doctor will the banana.",Pseudo-gapping,Patient,"The tailor will sew the dress, and the doctor will the banana.  What the doctor will do is","The tailor will sew the dress, and the doctor will the banana.  What the doctor will do is [MASK] the banana.",sew,banana
215,44.0,T - T,"The fighter will kick the opponent, and the footballer will the ball.",Pseudo-gapping,Patient,"The fighter will kick the opponent, and the footballer will the ball. What the footballer will do is","The fighter will kick the opponent, and the footballer will the ball. What the footballer will do is [MASK] the ball.",kick,ball 
216,44.0,T - AT,"The fighter will kick the opponent, and the footballer will the vase.",Pseudo-gapping,Patient,"The fighter will kick the opponent, and the footballer will the vase. What the footballer will do is","The fighter will kick the opponent, and the footballer will the vase. What the footballer will do is [MASK] the vase.",kick,vase
217,44.0,AT - T,"The fighter will kick the television, and the footballer will the ball.",Pseudo-gapping,Patient,"The fighter will kick the television, and the footballer will the ball. What the footballer will do is","The fighter will kick the television, and the footballer will the ball. What the footballer will do is [MASK] the ball.",kick,ball 
218,44.0,AT - AT,"The fighter will kick the television, and the footballer will the vase.",Pseudo-gapping,Patient,"The fighter will kick the television, and the footballer will the vase. What the footballer will do is","The fighter will kick the television, and the footballer will the vase. What the footballer will do is [MASK] the vase.",kick,vase
219,44.0,T - SP violation,"The fighter will kick the opponent, and the footballer will the water.",Pseudo-gapping,Patient,"The fighter will kick the opponent, and the footballer will the water. What the footballer will do is","The fighter will kick the opponent, and the footballer will the water. What the footballer will do is [MASK] the water.",kick,water
220,45.0,T - T,"The climber will climb the rock, and the librarian will the ladder.",Pseudo-gapping,Patient,"The climber will climb the rock, and the librarian will the ladder. What the librarian will do is","The climber will climb the rock, and the librarian will the ladder. What the librarian will do is [MASK] the ladder.",climb,ladder
221,45.0,T - AT,"The climber will climb the rock, and the librarian will the tree.",Pseudo-gapping,Patient,"The climber will climb the rock, and the librarian will the tree. What the librarian will do is","The climber will climb the rock, and the librarian will the tree. What the librarian will do is [MASK] the tree.",climb,tree
222,45.0,AT - T,"The climber will climb the staircase, and the librarian will the ladder.",Pseudo-gapping,Patient,"The climber will climb the staircase, and the librarian will the ladder. What the librarian will do is","The climber will climb the staircase, and the librarian will the ladder. What the librarian will do is [MASK] the ladder.",climb,ladder
223,45.0,AT - AT,"The climber will climb the staircase, and the librarian will the tree.",Pseudo-gapping,Patient,"The climber will climb the staircase, and the librarian will the tree. What the librarian will do is","The climber will climb the staircase, and the librarian will the tree. What the librarian will do is [MASK] the tree.",climb,tree
224,45.0,T - SP violation,"The climber will climb the rock, and the librarian will the snow. ",Pseudo-gapping,Patient,"The climber will climb the rock, and the librarian will the snow.  What the librarian will do is","The climber will climb the rock, and the librarian will the snow.  What the librarian will do is [MASK] the snow.",climb,snow
225,46.0,T - T,"I know the electrician is checking something, but I don’t know what.",Sluicing,Patient,"I know the electrician is checking something, but I don't know what. What I don't know is what the electrician is","I know the electrician is checking something, but I don't know what. What I don't know is what the electrician is [MASK].",checking,what
226,46.0,T - AT,"I know the electrician is checking something, but I don’t know who.",Sluicing,Patient,"I know the electrician is checking something, but I don't  know who. What I don't know is who the electrician is","I know the electrician is checking something, but I don't  know who. What I don't know is who the electrician is [MASK].",checking,who
227,46.0,AT - T,"I know the electrician is checking someone, but I don’t know what.",Sluicing,Patient,"I know the electrician is checking someone, but I don't  know what. What I don't know is what  the electrician is","I know the electrician is checking someone, but I don't  know what. What I don't know is what  the electrician is [MASK].",checking,what
228,46.0,AT - AT,"I know the electrician is checking someone, but I don’t know who.",Sluicing,Patient,"I know the electrician is checking someone, but I don't  know who. What I don't know is who  the electrician is","I know the electrician is checking someone, but I don't  know who. What I don't know is who  the electrician is [MASK].",checking,who
229,46.0,T - SP violation,"I know the electrician is checking something, but I don’t know whom.",Sluicing,Patient,"I know the electrician is checking something, but I don't  know whom. What I don't know is whom  the electrician is","I know the electrician is checking something, but I don't  know whom. What I don't know is whom  the electrician is [MASK].",checking,whom
230,47.0,T - T,"The dog carried something, but I didn’t know what.",Sluicing,Patient,"The dog carried something, but I didn't know what. What I didn't know is what the dog","The dog carried something, but I didn't know what. What I didn't know is what the dog [MASK].",carrying,what
231,47.0,T - AT,"The dog carried something, but I didn’t know when.",Sluicing,Patient,"The dog carried something, but I didn't know when. What I didn't know is when the dog","The dog carried something, but I didn't know when. What I didn't know is when the dog [MASK].",carrying,when
232,47.0,AT - T,"The dog carried someone, but I didn’t know what.",Sluicing,Patient,"The dog carried someone, but I didn't know what. What I didn't know is what the dog","The dog carried someone, but I didn't know what. What I didn't know is what the dog [MASK].",carrying,what
233,47.0,AT - AT,"The dog carried someone, but I didn’t know when. ",Sluicing,Patient,"The dog carried someone, but I didn't know when.  What I didn't know is when the dog","The dog carried someone, but I didn't know when.  What I didn't know is when the dog [MASK].",carrying,when
234,47.0,T - SP violation,"The dog carried something, but I didn’t know whom.",Sluicing,Patient,"The dog carried something, but I didn't know whom. What I didn't know is whom the dog","The dog carried something, but I didn't know whom. What I didn't know is whom the dog [MASK].",carrying,whom
235,48.0,T - T,"The teenager is hearing something, but his friend doesn’t know what.",Sluicing,Patient,"The teenager is hearing something, but his friend doesn't know what. What his friend doesn't know is what the teenager is","The teenager is hearing something, but his friend doesn't know what. What his friend doesn't know is what the teenager is [MASK].",hearing,what
236,48.0,T - AT,"The teenager is hearing something, but his friend doesn’t know who.",Sluicing,Patient,"The teenager is hearing something, but his friend doesn't know who. What his friend doesn't know is who the teenager is","The teenager is hearing something, but his friend doesn't know who. What his friend doesn't know is who the teenager is [MASK].",hearing,who
237,48.0,AT - T,"The teenager is hearing someone, but his friend doesn’t know what. ",Sluicing,Patient,"The teenager is hearing someone, but his friend doesn't know what.  What his friend doesn't know is what the teenager is","The teenager is hearing someone, but his friend doesn't know what.  What his friend doesn't know is what the teenager is [MASK].",hearing,what
238,48.0,AT - AT,"The teenager is hearing someone, but his friend doesn’t know who.",Sluicing,Patient,"The teenager is hearing someone, but his friend doesn't know who. What his friend doesn't know is who the teenager is","The teenager is hearing someone, but his friend doesn't know who. What his friend doesn't know is who the teenager is [MASK].",hearing,who
239,48.0,T - SP violation,"The teenager is hearing something, but his friend doesn’t know whom.",Sluicing,Patient,"The teenager is hearing something, but his friend doesn't know whom. What his friend doesn't know is whom the teenager is","The teenager is hearing something, but his friend doesn't know whom. What his friend doesn't know is whom the teenager is [MASK].",hearing,whom
240,49.0,T - T,"The housewife is mopping something, but Sam doesn’t know what.",Sluicing,Patient,"The housewife is mopping something, but Sam doesn't know what. What Sam doesn't know is what the housewife is","The housewife is mopping something, but Sam doesn't know what. What Sam doesn't know is what the housewife is [MASK].",mopping,what
241,49.0,T - AT,"The housewife is mopping something, but Sam doesn’t know who.",Sluicing,Patient,"The housewife is mopping something, but Sam doesn't know who. What Sam doesn't know is who the housewife is","The housewife is mopping something, but Sam doesn't know who. What Sam doesn't know is who the housewife is [MASK].",mopping,who
242,49.0,AT - T,"The housewife is mopping someone, but Sam doesn’t know what.",Sluicing,Patient,"The housewife is mopping someone, but Sam doesn't know what. What Sam doesn't know is what the housewife is","The housewife is mopping someone, but Sam doesn't know what. What Sam doesn't know is what the housewife is [MASK].",mopping,what
243,49.0,AT - AT,"The housewife is mopping someone, but Sam doesn’t know who.",Sluicing,Patient,"The housewife is mopping someone, but Sam doesn't know who. What Sam doesn't know is who the housewife is","The housewife is mopping someone, but Sam doesn't know who. What Sam doesn't know is who the housewife is [MASK].",mopping,who
244,49.0,T - SP violation,"The housewife is mopping something, but Sam doesn’t know whom.",Sluicing,Patient,"The housewife is mopping something, but Sam doesn't know whom. What Sam doesn't know is whom the housewife is","The housewife is mopping something, but Sam doesn't know whom. What Sam doesn't know is whom the housewife is [MASK].",mopping,whom
245,50.0,T - T,"The speleologist is examining something, but we don’t know what.",Sluicing,Patient,"The speleologist is examining something, but we don't know what. What we don't know is what the speleologist is","The speleologist is examining something, but we don't know what. What we don't know is what the speleologist is [MASK].",examining,what
246,50.0,T - AT,"The speleologist is examining something, but we don’t know who. ",Sluicing,Patient,"The speleologist is examining something, but we don't know who. What we don't know is who the speleologist is","The speleologist is examining something, but we don't know who. What we don't know is who the speleologist is [MASK].",examining,who
247,50.0,AT - T,"The speleologist is examining someone, but we don’t know what.",Sluicing,Patient,"The speleologist is examining someone, but we don't know what. What we don't know is what the speleologist is","The speleologist is examining someone, but we don't know what. What we don't know is what the speleologist is [MASK].",examining,what
248,50.0,AT - AT,"The speleologist is examining someone, but we don’t know who.",Sluicing,Patient,"The speleologist is examining someone, but we don't know who. What we don't know is who the speleologist is","The speleologist is examining someone, but we don't know who. What we don't know is who the speleologist is [MASK].",examining,who
249,50.0,T - SP violation,"The speleologist is examining something, but we don’t know whom.",Sluicing,Patient,"The speleologist is examining something, but we don't know whom. What we don't know is whom the speleologist is","The speleologist is examining something, but we don't know whom. What we don't know is whom the speleologist is [MASK].",examining,whom
250,51.0,T - T,"The businessman paid the bill with his credit card, and the student did with cash.",VP-ellipsis,Instrument,"The businessman paid the bill with his credit card, and the student did with cash. What the student did with cash is","The businessman paid the bill with his credit card, and the student did with cash. What the student did with cash is [MASK] the bill.",pay,bill
251,51.0,T - AT,"The businessman paid the bill with his credit card, and the student did with a bank transfer. ",VP-ellipsis,Instrument,"The businessman paid the bill with his credit card, and the student did with a bank transfer. What the student did with a bank transfer is","The businessman paid the bill with his credit card, and the student did with a bank transfer. What the student did with a bank transfer is [MASK] the bill.",pay,bill
252,51.0,AT - T,"The businessman paid the bill with coins, and the student did with cash. ",VP-ellipsis,Instrument,"The businessman paid the bill with coins, and the student did with cash. What the student did with cash is","The businessman paid the bill with coins, and the student did with cash. What the student did with cash is  [MASK] the bill.",pay,bill
253,51.0,AT - AT,"The businessman paid the bill with coins, and the student did with a bank transfer. ",VP-ellipsis,Instrument,"The businessman paid the bill with coins, and the student did with a bank transfer.  What the student did with a bank transfer is","The businessman paid the bill with coins, and the student did with a bank transfer.  What the student did with a bank transfer is [MASK] the bill.",pay,bill
254,51.0,T - SP violation,"The businessman paid the bill with his credit card, and the student did with his hair.",VP-ellipsis,Instrument,"The businessman paid the bill with his credit card, and the student did with his hair. What the student did with his hair is","The businessman paid the bill with his credit card, and the student did with his hair. What the student did with his hair is [MASK] the bill.",pay,bill
255,52.0,T - T,"The dog drank water with the bowl, and the man did with the glass.",VP-ellipsis,Instrument,"The dog drank water with the bowl, and the man did with the glass. What the man did with the glass is","The dog drank water with the bowl, and the man did with the glass. What the man did with the glass is [MASK] water.",drink,water
256,52.0,T - AT,"The dog drank water with the bowl, and the man did with the dish. ",VP-ellipsis,Instrument,"The dog drank water with the bowl, and the man did with the dish. What the man did with the dish is","The dog drank water with the bowl, and the man did with the dish. What the man did with the dish is [MASK] water.",drink,water
257,52.0,AT - T,"The dog drank water with the bottle, and the man did with the glass. ",VP-ellipsis,Instrument,"The dog drank water with the bottle, and the man did with the glass. What the man did with the glass is","The dog drank water with the bottle, and the man did with the glass. What the man did with the glass is [MASK] water.",drink,water
258,52.0,AT - AT,"The dog drank water with the bottle, and the man did with the dish. ",VP-ellipsis,Instrument,"The dog drank water with the bottle, and the man did with the dish. What the man did with the dish is","The dog drank water with the bottle, and the man did with the dish. What the man did with the dish is [MASK] water.",drink,water
259,52.0,T - SP violation,"The dog drank water with the bowl, and the man did with the ball. ",VP-ellipsis,Instrument,"The dog drank water with the bowl, and the man did with the ball. What the man did with the ball is","The dog drank water with the bowl, and the man did with the ball. What the man did with the ball is [MASK] water.",drink,water
260,53.0,T - T,"The mother prepares the food with the microwave, the cook will with the oven. ",VP-ellipsis,Instrument,"The mother prepares the food with the microwave, the cook will with the oven. What the cook will do with the oven is","The mother prepares the food with the microwave, the cook will with the oven. What the cook will do with the oven is [MASK] the food.",prepare,food
261,53.0,T - AT,"The mother prepares the food with the microwave, the cook will with the kiln.",VP-ellipsis,Instrument,"The mother prepares the food with the microwave, the cook will with the kiln. What the cook will do with the kiln is","The mother prepares the food with the microwave, the cook will with the kiln. What the cook will do with the kiln is [MASK] the food.",prepare,food
262,53.0,AT - T,"The mother prepares the food with the bonfire, the cook will with the oven.",VP-ellipsis,Instrument,"The mother prepares the food with the bonfire, the cook will with the oven. What the cook will do with the oven is","The mother prepares the food with the bonfire, the cook will with the oven. What the cook will do with the oven is [MASK] the food.",prepare,food
263,53.0,AT - AT,"The mother prepares the food with the bonfire, the cook will with the kiln.",VP-ellipsis,Instrument,"The mother prepares the food with the bonfire, the cook will with the kiln. What the cook will do with the kiln is","The mother prepares the food with the bonfire, the cook will with the kiln. What the cook will do with the kiln is [MASK] the food.",prepare,food
264,53.0,T - SP violation,"The mother prepares the food with the microwave, the cook will with the madness. ",VP-ellipsis,Instrument,"The mother prepares the food with the microwave, the cook will with the madness. What the cook will do with the madness is","The mother prepares the food with the microwave, the cook will with the madness. What the cook will do with the madness is [MASK] the food.",prepare,food
265,54.0,T - T,"The singer performed the music with the guitar, the musician will with the bass.",VP-ellipsis,Instrument,"The singer performed the music with the guitar, the musician will with the bass. What the musician will do with the bass is","The singer performed the music with the guitar, the musician will with the bass. What the musician will do with the bass is [MASK] the music.",perform,music
266,54.0,T - AT,"The singer performed the music with the guitar, the musician will with the headphones.",VP-ellipsis,Instrument,"The singer performed the music with the guitar, the musician will with the headphones. What the musician will do with the headphones is","The singer performed the music with the guitar, the musician will with the headphones. What the musician will do with the headphones is [MASK] the music.",perform,music
267,54.0,AT - T,"The singer performed the music with the megaphone, the musician will with the bass.",VP-ellipsis,Instrument,"The singer performed the music with the megaphone, the musician will with the bass. What the musician will do with the bass is","The singer performed the music with the megaphone, the musician will with the bass. What the musician will do with the bass is [MASK] the music.",perform,music
268,54.0,AT - AT,"The singer performed the music with the megaphone, the musician will with the headphones.",VP-ellipsis,Instrument,"The singer performed the music with the megaphone, the musician will with the headphones. What the musician will do with the bass is","The singer performed the music with the megaphone, the musician will with the headphones. What the musician will do with the bass is [MASK] the music.",perform,music
269,54.0,T - SP violation,"The singer performed the music with the guitar, the musician will with the pocket. ",VP-ellipsis,Instrument,"The singer performed the music with the guitar, the musician will with the pocket. What the musician will do with the pocket is","The singer performed the music with the guitar, the musician will with the pocket. What the musician will do with the pocket is [MASK] the music.",perform,music
270,55.0,T - T,"The doctor healed the patient with the antibiotic, and the osteopath will with a massage.",VP-ellipsis,Instrument,"The doctor healed the patient with the antibiotic, and the osteopath will with a massage. What the osteopath will do with a massage is","The doctor healed the patient with the antibiotic, and the osteopath will with a massage. What the osteopath will do with a massage is [MASK] the patient.",heal,patient
271,55.0,T - AT,"The doctor healed the patient with the antibiotic, and the osteopath will with soda.",VP-ellipsis,Instrument,"The doctor healed the patient with the antibiotic, and the osteopath will with soda. What the osteopath will do with soda is","The doctor healed the patient with the antibiotic, and the osteopath will with soda. What the osteopath will do with soda is [MASK] the patient.",heal,patient
272,55.0,AT - T,"The doctor healed the patient with the gasoline, and the osteopath will with a massage.",VP-ellipsis,Instrument,"The doctor healed the patient with the gasoline, and the osteopath will with a massage. What the osteopath will do with a massage is","The doctor healed the patient with the gasoline, and the osteopath will with a massage. What the osteopath will do with a massage is [MASK] the patient.",heal,patient
273,55.0,AT - AT,"The doctor healed the patient with the gasoline, and the osteopath will with soda. ",VP-ellipsis,Instrument,"The doctor healed the patient with the gasoline, and the osteopath will with soda. What the osteopath will do with soda is","The doctor healed the patient with the gasoline, and the osteopath will with soda. What the osteopath will do with soda is [MASK] the patient.",heal,patient
274,55.0,T - SP violation,"The doctor healed the patient with the antibiotic, and the osteopath will with sunglasses.",VP-ellipsis,Instrument,"The doctor healed the patient with the antibiotic, and the osteopath will with sunglasses. What the osteopath will do with sunglasses is","The doctor healed the patient with the antibiotic, and the osteopath will with sunglasses. What the osteopath will do with sunglasses is [MASK] the patient.",heal,patient
275,56.0,T - T,"The father drank milk with the cup, and the newborn did the same thing with the bottle.",Do-x/ Do-so anaphora,Instrument,"The father drank milk with the cup, and the newborn did the same thing with the bottle. What the newborn did with the bottle is","The father drank milk with the cup, and the newborn did the same thing with the bottle. What the newborn did with the bottle is [MASK] milk.",drink,milk
276,56.0,T - AT,"The father drank milk with the cup, and the newborn did the same thing with the glass. ",Do-x/ Do-so anaphora,Instrument,"The father drank milk with the cup, and the newborn did the same thing with the glass. What the newborn did with the glass is","The father drank milk with the cup, and the newborn did the same thing with the glass. What the newborn did with the glass is [MASK] milk.",drink,milk
277,56.0,AT - T,"The father drank milk with the dish, and the newborn did the same thing with the bottle.  ",Do-x/ Do-so anaphora,Instrument,"The father drank milk with the dish, and the newborn did the same thing with the bottle. What the newborn did with the bottle is","The father drank milk with the dish, and the newborn did the same thing with the bottle. What the newborn did with the bottle is [MASK] milk.",drink,milk
