,ID,Condition,Sentence,Construction,Semantic_Role,Prompt_GPT,Prompt_BERT,Verb_to_retrieve,DObj_to_retrieve,Generated_text_GPTsampling_1,Generated_text_GPTsampling_2,Generated_text_GPTsampling_3,Match_verb_GPTsampling,Match_dObj_GPTsampling,Generated_text_GPT_noSampling,Match_verb_GPT_noSampling,Match_dObj_noSampling,Generated_token_BERT,Match_verb_BERT
115,24.0,T - T,"The sergeant will assign a mission, and the boss will a job.",Pseudo-gapping,Agent,"The sergeant will assign a mission, and the boss will a job. What the boss will do is","The sergeant will assign a mission, and the boss will a job. What the boss will do is [MASK] a mission.",assign,mission,"The sergeant will assign a mission, and the boss will a job. What the boss will do is up to the sergeant","The sergeant will assign a mission, and the boss will a job. What the boss will do is up to the sergeant","The sergeant will assign a mission, and the boss will a job. What the boss will do is up to the boss",No,No,"The sergeant will assign a mission, and the boss will a job. What the boss will do is up to him.
",No,No,assign,Yes
116,24.0,T - AT,"The sergeant will assign a mission, and the father will a job.",Pseudo-gapping,Agent,"The sergeant will assign a mission, and the father will a job. What the father will do is","The sergeant will assign a mission, and the father will a job. What the father will do is [MASK] a mission.",assign,mission,"The sergeant will assign a mission, and the father will a job. What the father will do is up to him.","The sergeant will assign a mission, and the father will a job. What the father will do is up to the sergeant","The sergeant will assign a mission, and the father will a job. What the father will do is up to the father",No,No,"The sergeant will assign a mission, and the father will a job. What the father will do is up to him.
",No,No,assign,Yes
117,24.0,AT - T,"The swimmer will assign a mission, and the boss will a job.",Pseudo-gapping,Agent,"The swimmer will assign a mission, and the boss will a job. What the boss will do is","The swimmer will assign a mission, and the boss will a job. What the boss will do is [MASK] a mission.",assign,mission,"The swimmer will assign a mission, and the boss will a job. What the boss will do is up to the player","The swimmer will assign a mission, and the boss will a job. What the boss will do is up to the player","The swimmer will assign a mission, and the boss will a job. What the boss will do is determined by the mission",No,Yes,"The swimmer will assign a mission, and the boss will a job. What the boss will do is up to the player.",No,No,assign,Yes
118,24.0,AT - AT,"The swimmer will assign a mission, and the father will a job.",Pseudo-gapping,Agent,"The swimmer will assign a mission, and the father will a job. What the father will do is","The swimmer will assign a mission, and the father will a job. What the father will do is [MASK] a mission.",assign,mission,"The swimmer will assign a mission, and the father will a job. What the father will do is up to the player","The swimmer will assign a mission, and the father will a job. What the father will do is up to the player","The swimmer will assign a mission, and the father will a job. What the father will do is up to the player",No,No,"The swimmer will assign a mission, and the father will a job. What the father will do is up to him.
",No,No,assign,Yes
119,24.0,T - SP violation,"The sergeant will assign a mission, and the duck will a job.",Pseudo-gapping,Agent,"The sergeant will assign a mission, and the duck will a job. What the duck will do is","The sergeant will assign a mission, and the duck will a job. What the duck will do is [MASK] a mission.",assign,mission,"The sergeant will assign a mission, and the duck will a job. What the duck will do is up to the sergeant","The sergeant will assign a mission, and the duck will a job. What the duck will do is up to the sergeant","The sergeant will assign a mission, and the duck will a job. What the duck will do is up to the sergeant",No,No,"The sergeant will assign a mission, and the duck will a job. What the duck will do is up to the sergeant.",No,No,assign,Yes
120,25.0,T - T,"The child will lend a pen, and the usurer will the money.",Pseudo-gapping,Agent,"The child will lend a pen, and the usurer will the money. What the usurer will do is","The child will lend a pen, and the usurer will the money. What the usurer will do is [MASK] a pen.",lend,pen,"The child will lend a pen, and the usurer will the money. What the usurer will do is to take the child","The child will lend a pen, and the usurer will the money. What the usurer will do is to take the pen","The child will lend a pen, and the usurer will the money. What the usurer will do is to take the pen",No,Yes,"The child will lend a pen, and the usurer will the money. What the usurer will do is to take the child's",No,No,lend,Yes
121,25.0,T - AT,"The child will lend a pen, and the artist will the money.",Pseudo-gapping,Agent,"The child will lend a pen, and the artist will the money. What the artist will do is","The child will lend a pen, and the artist will the money. What the artist will do is [MASK] a pen.",lend,pen,"The child will lend a pen, and the artist will the money. What the artist will do is to draw the child","The child will lend a pen, and the artist will the money. What the artist will do is to draw the child","The child will lend a pen, and the artist will the money. What the artist will do is, he will take",No,No,"The child will lend a pen, and the artist will the money. What the artist will do is to take the child's",No,No,lend,Yes
122,25.0,AT - T,"The traveller will lend a pen, and the usurer will the money.",Pseudo-gapping,Agent,"The traveller will lend a pen, and the usurer will the money. What the usurer will do is","The traveller will lend a pen, and the usurer will the money. What the usurer will do is [MASK] a pen.",lend,pen,"The traveller will lend a pen, and the usurer will the money. What the usurer will do is to take the traveller","The traveller will lend a pen, and the usurer will the money. What the usurer will do is to write the traveller","The traveller will lend a pen, and the usurer will the money. What the usurer will do is to take the traveller",No,No,"The traveller will lend a pen, and the usurer will the money. What the usurer will do is to write down the name",No,No,lend,Yes
123,25.0,AT - AT,"The traveller will lend a pen, and the artist will the money.",Pseudo-gapping,Agent,"The traveller will lend a pen, and the artist will the money. What the artist will do is","The traveller will lend a pen, and the artist will the money. What the artist will do is [MASK] a pen.",lend,pen,"The traveller will lend a pen, and the artist will the money. What the artist will do is to take the money","The traveller will lend a pen, and the artist will the money. What the artist will do is to draw the picture","The traveller will lend a pen, and the artist will the money. What the artist will do is to take the traveller",No,No,"The traveller will lend a pen, and the artist will the money. What the artist will do is to write a poem,",No,No,lend,Yes
124,25.0,T - SP violation,"The child will lend a pen, and the computer will the money.",Pseudo-gapping,Agent,"The child will lend a pen, and the computer will the money. What the computer will do is","The child will lend a pen, and the computer will the money. What the computer will do is [MASK] a pen.",lend,pen,"The child will lend a pen, and the computer will the money. What the computer will do is to take the money","The child will lend a pen, and the computer will the money. What the computer will do is to take the pen","The child will lend a pen, and the computer will the money. What the computer will do is, it will take",No,Yes,"The child will lend a pen, and the computer will the money. What the computer will do is to take the child's",No,No,lend,Yes
125,26.0,T - T,"The journalist writes an article, and the professor a book.",Gapping,Patient,"The journalist writes an article, and the professor a book. What the professor does is","The journalist writes an article, and the professor a book. What the professor does is [MASK] a book.",write,book,"The journalist writes an article, and the professor a book. What the professor does is not the same thing","The journalist writes an article, and the professor a book. What the professor does is a little bit different","The journalist writes an article, and the professor a book. What the professor does is not a matter of",No,No,"The journalist writes an article, and the professor a book. What the professor does is not the same as what",No,No,write,Yes
126,26.0,T - AT,"The journalist writes an article, and the professor a magazine.",Gapping,Patient,"The journalist writes an article, and the professor a magazine. What the professor does is","The journalist writes an article, and the professor a magazine. What the professor does is [MASK] a magazine.",write,magazine,"The journalist writes an article, and the professor a magazine. What the professor does is not the same as","The journalist writes an article, and the professor a magazine. What the professor does is a little different.","The journalist writes an article, and the professor a magazine. What the professor does is not a question of",No,No,"The journalist writes an article, and the professor a magazine. What the professor does is not the same as what",No,No,write,Yes
127,26.0,AT - T,"The journalist writes a song, and the professor a book.",Gapping,Patient,"The journalist writes a song, and the professor a book. What the professor does is","The journalist writes a song, and the professor a book. What the professor does is [MASK] a book.",write,book,"The journalist writes a song, and the professor a book. What the professor does is not the same as","The journalist writes a song, and the professor a book. What the professor does is a little bit different","The journalist writes a song, and the professor a book. What the professor does is not a matter of",No,No,"The journalist writes a song, and the professor a book. What the professor does is not the same as what",No,No,write,Yes
128,26.0,AT - AT,"The journalist writes a song, and the professor a magazine. ",Gapping,Patient,"The journalist writes a song, and the professor a magazine.  What the professor does is","The journalist writes a song, and the professor a magazine.  What the professor does is [MASK] a magazine.",write,magazine,"The journalist writes a song, and the professor a magazine.  What the professor does is not the same as","The journalist writes a song, and the professor a magazine.  What the professor does is a little bit different","The journalist writes a song, and the professor a magazine.  What the professor does is not a matter of",No,No,"The journalist writes a song, and the professor a magazine.  What the professor does is not the same as what",No,No,write,Yes
129,26.0,T - SP violation,"The journalist writes an article, and the professor an apple.",Gapping,Patient,"The journalist writes an article, and the professor an apple. What the professor does is","The journalist writes an article, and the professor an apple. What the professor does is [MASK] an apple.",write,apple,"The journalist writes an article, and the professor an apple. What the professor does is not the same as","The journalist writes an article, and the professor an apple. What the professor does is to write an article","The journalist writes an article, and the professor an apple. What the professor does is not a crime.",Yes,No,"The journalist writes an article, and the professor an apple. What the professor does is to take the apple and",No,Yes,eat,No
130,27.0,T - T,"The violinist will play the violin, and the musician a song.",Gapping,Patient,"The violinist will play the violin, and the musician a song. What the musician will do is","The violinist will play the violin, and the musician a song. What the musician will do is [MASK] a song.",play,song,"The violinist will play the violin, and the musician a song. What the musician will do is play the song.","The violinist will play the violin, and the musician a song. What the musician will do is play the violin,","The violinist will play the violin, and the musician a song. What the musician will do is, he'll take",Yes,Yes,"The violinist will play the violin, and the musician a song. What the musician will do is to play the song,",Yes,Yes,play,Yes
131,27.0,T - AT,"The violinist will play the violin, and the musician the flute.",Gapping,Patient,"The violinist will play the violin, and the musician the flute. What the musician will do is","The violinist will play the violin, and the musician the flute. What the musician will do is [MASK] the flute.",play,flute,"The violinist will play the violin, and the musician the flute. What the musician will do is play the notes of","The violinist will play the violin, and the musician the flute. What the musician will do is play the flute","The violinist will play the violin, and the musician the flute. What the musician will do is play the flute",Yes,Yes,"The violinist will play the violin, and the musician the flute. What the musician will do is to play the violin,",Yes,No,play,Yes
132,27.0,AT - T,"The violinist will play the trumpet, and the musician a song.",Gapping,Patient,"The violinist will play the trumpet, and the musician a song. What the musician will do is","The violinist will play the trumpet, and the musician a song. What the musician will do is [MASK] a song.",play,song,"The violinist will play the trumpet, and the musician a song. What the musician will do is play the trumpet and","The violinist will play the trumpet, and the musician a song. What the musician will do is play the trumpet,","The violinist will play the trumpet, and the musician a song. What the musician will do is, he'll take",Yes,No,"The violinist will play the trumpet, and the musician a song. What the musician will do is to play the song,",Yes,Yes,play,Yes
133,27.0,AT - AT,"The violinist will play the trumpet, and the musician the flute.",Gapping,Patient,"The violinist will play the trumpet, and the musician the flute. What the musician will do is","The violinist will play the trumpet, and the musician the flute. What the musician will do is [MASK] the flute.",play,flute,"The violinist will play the trumpet, and the musician the flute. What the musician will do is play the notes of","The violinist will play the trumpet, and the musician the flute. What the musician will do is to play the music","The violinist will play the trumpet, and the musician the flute. What the musician will do is to play the notes",Yes,No,"The violinist will play the trumpet, and the musician the flute. What the musician will do is to play the notes of",Yes,No,play,Yes
134,27.0,T - SP violation,"The violinist will play the violin, and the musician the water.",Gapping,Patient,"The violinist will play the violin, and the musician the water.  What the musician will do is","The violinist will play the violin, and the musician the water.  What the musician will do is [MASK] the water.",play,water,"The violinist will play the violin, and the musician the water.  What the musician will do is play the water.","The violinist will play the violin, and the musician the water.  What the musician will do is to play the water","The violinist will play the violin, and the musician the water.  What the musician will do is to take the water",Yes,Yes,"The violinist will play the violin, and the musician the water.  What the musician will do is to play the water,",Yes,Yes,drink,No
135,28.0,T - T,"The florist sells flowers, and the butcher meat.",Gapping,Patient,"The florist sells flowers, and the butcher meat. What the butcher does is","The florist sells flowers, and the butcher meat. What the butcher does is [MASK] meat.",sell,meat,"The florist sells flowers, and the butcher meat. What the butcher does is not the same as","The florist sells flowers, and the butcher meat. What the butcher does is a little different,","The florist sells flowers, and the butcher meat. What the butcher does is not a business.",No,No,"The florist sells flowers, and the butcher meat. What the butcher does is not the same as what",No,No,sell,Yes
136,28.0,T - AT,"The florist sells flowers, and the butcher weapons.",Gapping,Patient,"The florist sells flowers, and the butcher weapons. What the butcher does is","The florist sells flowers, and the butcher weapons. What the butcher does is [MASK] weapons.",sell,weapons,"The florist sells flowers, and the butcher weapons. What the butcher does is not the same as","The florist sells flowers, and the butcher weapons. What the butcher does is a little different.","The florist sells flowers, and the butcher weapons. What the butcher does is not a business.",No,No,"The florist sells flowers, and the butcher weapons. What the butcher does is not the same as what",No,No,sell,Yes
137,28.0,AT - T,"The florist sells bikes, and the butcher meat.",Gapping,Patient,"The florist sells bikes, and the butcher meat. What the butcher does is","The florist sells bikes, and the butcher meat. What the butcher does is [MASK] meat.",sell,meat,"The florist sells bikes, and the butcher meat. What the butcher does is not the same as","The florist sells bikes, and the butcher meat. What the butcher does is a little different,","The florist sells bikes, and the butcher meat. What the butcher does is sell you the meat",Yes,Yes,"The florist sells bikes, and the butcher meat. What the butcher does is sell the meat. The",Yes,Yes,sell,Yes
138,28.0,AT - AT,"The florist sells bikes, and the butcher weapons.",Gapping,Patient,"The florist sells bikes, and the butcher weapons. What the butcher does is","The florist sells bikes, and the butcher weapons. What the butcher does is [MASK] weapons.",sell,weapons,"The florist sells bikes, and the butcher weapons. What the butcher does is not the same as","The florist sells bikes, and the butcher weapons. What the butcher does is a little different.","The florist sells bikes, and the butcher weapons. What the butcher does is not a business.",No,No,"The florist sells bikes, and the butcher weapons. What the butcher does is not the same as what",No,No,buy,No
139,28.0,T - SP violation,"The florist sells flowers, and the butcher the air.",Gapping,Patient,"The florist sells flowers, and the butcher the air. What the butcher does is","The florist sells flowers, and the butcher the air. What the butcher does is [MASK] the air.",sell,air,"The florist sells flowers, and the butcher the air. What the butcher does is not the same as","The florist sells flowers, and the butcher the air. What the butcher does is not so much to","The florist sells flowers, and the butcher the air. What the butcher does is the same as the",No,No,"The florist sells flowers, and the butcher the air. What the butcher does is not the same as what",No,No,breathe,No
140,29.0,T - T,"The knight holds the sword, and the champion the cup.",Gapping,Patient,"The knight holds the sword, and the champion the cup. What the champions does is","The knight holds the sword, and the champion the cup. What the champions does is [MASK] the cup.",hold,cup,"The knight holds the sword, and the champion the cup. What the champions does is up to them.","The knight holds the sword, and the champion the cup. What the champions does is up to them.","The knight holds the sword, and the champion the cup. What the champions does is up to the knight",No,No,"The knight holds the sword, and the champion the cup. What the champions does is up to them.
",No,No,take,No
141,29.0,T - AT,"The knight holds the sword, and the champion the guitar.",Gapping,Patient,"The knight holds the sword, and the champion the guitar. What the champions does is","The knight holds the sword, and the champion the guitar. What the champions does is [MASK] the guitar.",hold,guitar,"The knight holds the sword, and the champion the guitar. What the champions does is they play the guitar","The knight holds the sword, and the champion the guitar. What the champions does is they play the song","The knight holds the sword, and the champion the guitar. What the champions does is they take the sword",No,Yes,"The knight holds the sword, and the champion the guitar. What the champions does is to play the guitar,",No,Yes,play,No
142,29.0,AT - T,"The knight holds the camera, and the champion the cup.",Gapping,Patient,"The knight holds the camera, and the champion the cup. What the champions does is","The knight holds the camera, and the champion the cup. What the champions does is [MASK] the cup.",hold,cup,"The knight holds the camera, and the champion the cup. What the champions does is up to them.","The knight holds the camera, and the champion the cup. What the champions does is up to them.","The knight holds the camera, and the champion the cup. What the champions does is up to the viewer",No,No,"The knight holds the camera, and the champion the cup. What the champions does is up to them.
",No,No,take,No
143,29.0,AT - AT,"The knight holds the camera, and the champion the guitar.",Gapping,Patient,"The knight holds the camera, and the champion the guitar. What the champions does is","The knight holds the camera, and the champion the guitar. What the champions does is [MASK] the guitar.",hold,guitar,"The knight holds the camera, and the champion the guitar. What the champions does is a bit of a","The knight holds the camera, and the champion the guitar. What the champions does is a little bit different","The knight holds the camera, and the champion the guitar. What the champions does is a bit of a",No,No,"The knight holds the camera, and the champion the guitar. What the champions does is to play the guitar,",No,Yes,play,No
144,29.0,T - SP violation,"The knight holds the sword, and the champion the rain.",Gapping,Patient,"The knight holds the sword, and the champion the rain. What the champions does is","The knight holds the sword, and the champion the rain. What the champions does is [MASK] the rain.",hold,rain,"The knight holds the sword, and the champion the rain. What the champions does is not the same as","The knight holds the sword, and the champion the rain. What the champions does is to take the sword","The knight holds the sword, and the champion the rain. What the champions does is not important. The",No,No,"The knight holds the sword, and the champion the rain. What the champions does is to take the sword and",No,No,drink,No
145,30.0,T - T,"The businessman is reading the report, and the customer the menu.",Gapping,Patient,"The businessman is reading the report, and the customer the menu. What the customer is doing is","The businessman is reading the report, and the customer the menu. What the customer is doing is [MASK] the menu.",read,menu,"The businessman is reading the report, and the customer the menu. What the customer is doing is reading the menu.","The businessman is reading the report, and the customer the menu. What the customer is doing is reading the menu,","The businessman is reading the report, and the customer the menu. What the customer is doing is reading the menu.",Yes,Yes,"The businessman is reading the report, and the customer the menu. What the customer is doing is reading the menu, and",Yes,Yes,reading,Yes
146,30.0,T - AT,"The businessman is reading the report, and the customer the music.",Gapping,Patient,"The businessman is reading the report, and the customer the music. What the customer is doing is","The businessman is reading the report, and the customer the music. What the customer is doing is [MASK] the music.",read,music,"The businessman is reading the report, and the customer the music. What the customer is doing is listening to the music","The businessman is reading the report, and the customer the music. What the customer is doing is a little bit different","The businessman is reading the report, and the customer the music. What the customer is doing is listening to the music",No,Yes,"The businessman is reading the report, and the customer the music. What the customer is doing is listening to the music,",No,Yes,playing,No
147,30.0,AT - T,"The businessman is reading fables, and the customer the menu.",Gapping,Patient,"The businessman is reading fables, and the customer the menu. What the customer is doing is","The businessman is reading fables, and the customer the menu. What the customer is doing is [MASK] the menu.",read,menu,"The businessman is reading fables, and the customer the menu. What the customer is doing is reading the menu.","The businessman is reading fables, and the customer the menu. What the customer is doing is reading the menu,","The businessman is reading fables, and the customer the menu. What the customer is doing is reading a menu.",Yes,Yes,"The businessman is reading fables, and the customer the menu. What the customer is doing is reading the menu.
",Yes,Yes,reading,Yes
148,30.0,AT - AT,"The businessman is reading fables, and the customer the music.",Gapping,Patient,"The businessman is reading fables, and the customer the music. What the customer is doing is","The businessman is reading fables, and the customer the music. What the customer is doing is [MASK] the music.",read,music,"The businessman is reading fables, and the customer the music. What the customer is doing is the same thing that","The businessman is reading fables, and the customer the music. What the customer is doing is listening to the music","The businessman is reading fables, and the customer the music. What the customer is doing is the same as what",No,Yes,"The businessman is reading fables, and the customer the music. What the customer is doing is not the business of the",No,No,playing,No
149,30.0,T - SP violation,"The businessman is reading the report, and the customer the cat.",Gapping,Patient,"The businessman is reading the report, and the customer the cat. What the customer is doing is","The businessman is reading the report, and the customer the cat. What the customer is doing is [MASK] the cat.",read,cat,"The businessman is reading the report, and the customer the cat. What the customer is doing is reading the report.","The businessman is reading the report, and the customer the cat. What the customer is doing is reading the report,","The businessman is reading the report, and the customer the cat. What the customer is doing is reading the report.",Yes,No,"The businessman is reading the report, and the customer the cat. What the customer is doing is reading the report, and",Yes,No,reading,Yes
150,31.0,T - T,"The astronomer was observing the stars, and the teacher her pupils.",Gapping,Patient,"The astronomer was observing the stars, and the teacher her pupils. What the teacher was doing is","The astronomer was observing the stars, and the teacher her pupils. What the teacher was doing is [MASK] her pupils.",observe,pupils,"The astronomer was observing the stars, and the teacher her pupils. What the teacher was doing is called ""theory","The astronomer was observing the stars, and the teacher her pupils. What the teacher was doing is a very common thing","The astronomer was observing the stars, and the teacher her pupils. What the teacher was doing is not a crime.",No,No,"The astronomer was observing the stars, and the teacher her pupils. What the teacher was doing is called ""theory of",No,No,observing,Yes
151,31.0,T - AT,"The astronomer was observing the stars, and the teacher her sunglasses.",Gapping,Patient,"The astronomer was observing the stars, and the teacher her sunglasses. What the teacher was doing is","The astronomer was observing the stars, and the teacher her sunglasses. What the teacher was doing is [MASK] her sunglasses.",observe,sunglasses,"The astronomer was observing the stars, and the teacher her sunglasses. What the teacher was doing is called ""seeing with","The astronomer was observing the stars, and the teacher her sunglasses. What the teacher was doing is a very common thing","The astronomer was observing the stars, and the teacher her sunglasses. What the teacher was doing is called ""theory",No,No,"The astronomer was observing the stars, and the teacher her sunglasses. What the teacher was doing is called ""seeing with the",No,No,wearing,No
152,31.0,AT - T,"The astronomer was observing the plants, and the teacher her pupils.",Gapping,Patient,"The astronomer was observing the plants, and the teacher her pupils. What the teacher was doing is","The astronomer was observing the plants, and the teacher her pupils. What the teacher was doing is [MASK] her pupils.",observe,pupils,"The astronomer was observing the plants, and the teacher her pupils. What the teacher was doing is called ""theory","The astronomer was observing the plants, and the teacher her pupils. What the teacher was doing is a very common practice","The astronomer was observing the plants, and the teacher her pupils. What the teacher was doing is not a crime.",No,No,"The astronomer was observing the plants, and the teacher her pupils. What the teacher was doing is not clear, but it",No,No,observing,Yes
153,31.0,AT - AT,"The astronomer was observing the plants, and the teacher her sunglasses.",Gapping,Patient,"The astronomer was observing the plants, and the teacher her sunglasses. What the teacher was doing is","The astronomer was observing the plants, and the teacher her sunglasses. What the teacher was doing is [MASK] her sunglasses.",observe,sunglasses,"The astronomer was observing the plants, and the teacher her sunglasses. What the teacher was doing is called ""trying","The astronomer was observing the plants, and the teacher her sunglasses. What the teacher was doing is a very common thing","The astronomer was observing the plants, and the teacher her sunglasses. What the teacher was doing is a good example of",No,No,"The astronomer was observing the plants, and the teacher her sunglasses. What the teacher was doing is called ""shooting the",No,No,wearing,No
154,31.0,T - SP violation,"The astronomer was observing the plants, and the teacher her problems.",Gapping,Patient,"The astronomer was observing the plants, and the teacher her problems. What the teacher was doing is","The astronomer was observing the plants, and the teacher her problems. What the teacher was doing is [MASK] her problems.",observe,problems,"The astronomer was observing the plants, and the teacher her problems. What the teacher was doing is called ""theory","The astronomer was observing the plants, and the teacher her problems. What the teacher was doing is called ""coding","The astronomer was observing the plants, and the teacher her problems. What the teacher was doing is not a problem.",No,No,"The astronomer was observing the plants, and the teacher her problems. What the teacher was doing is called ""theory of",No,No,observing,Yes
155,32.0,T - T,"The mechanic is renting a truck, and the manager a room.",Gapping,Patient,"The mechanic is renting a truck, and the manager a room. What the manager is doing is","The mechanic is renting a truck, and the manager a room. What the manager is doing is [MASK] a room.",rent,room,"The mechanic is renting a truck, and the manager a room. What the manager is doing is renting a room.","The mechanic is renting a truck, and the manager a room. What the manager is doing is renting out the truck","The mechanic is renting a truck, and the manager a room. What the manager is doing is renting a room.",Yes,Yes,"The mechanic is renting a truck, and the manager a room. What the manager is doing is renting a room, and",Yes,Yes,buying,No
156,32.0,T - AT,"The mechanic is renting a truck, and the manager a kayak.",Gapping,Patient,"The mechanic is renting a truck, and the manager a kayak. What the manager is doing is","The mechanic is renting a truck, and the manager a kayak. What the manager is doing is [MASK] a kayak.",rent,kayak,"The mechanic is renting a truck, and the manager a kayak. What the manager is doing is renting a truck and","The mechanic is renting a truck, and the manager a kayak. What the manager is doing is renting out the truck","The mechanic is renting a truck, and the manager a kayak. What the manager is doing is renting a truck and",Yes,No,"The mechanic is renting a truck, and the manager a kayak. What the manager is doing is renting a truck, and",Yes,No,using,No
157,32.0,AT - T,"The mechanic is renting a boat, and the manager a room.",Gapping,Patient,"The mechanic is renting a boat, and the manager a room. What the manager is doing is","The mechanic is renting a boat, and the manager a room. What the manager is doing is [MASK] a room.",rent,room,"The mechanic is renting a boat, and the manager a room. What the manager is doing is renting a room.","The mechanic is renting a boat, and the manager a room. What the manager is doing is renting out the boat","The mechanic is renting a boat, and the manager a room. What the manager is doing is renting a room.",Yes,Yes,"The mechanic is renting a boat, and the manager a room. What the manager is doing is renting a room, and",Yes,Yes,buying,No
158,32.0,AT - AT,"The mechanic is renting a boat, and the manager a kayak.",Gapping,Patient,"The mechanic is renting a boat, and the manager a kayak. What the manager is doing is","The mechanic is renting a boat, and the manager a kayak. What the manager is doing is [MASK] a kayak.",rent,kayak,"The mechanic is renting a boat, and the manager a kayak. What the manager is doing is renting a boat and","The mechanic is renting a boat, and the manager a kayak. What the manager is doing is renting out the boat","The mechanic is renting a boat, and the manager a kayak. What the manager is doing is renting a boat and",Yes,No,"The mechanic is renting a boat, and the manager a kayak. What the manager is doing is renting a boat, and",Yes,No,using,No
159,32.0,T - SP violation,"The mechanic is renting a truck, and the manager the idea.",Gapping,Patient,"The mechanic is renting a truck, and the manager the idea. What the manager is doing is","The mechanic is renting a truck, and the manager the idea. What the manager is doing is [MASK] the idea.",rent,idea,"The mechanic is renting a truck, and the manager the idea. What the manager is doing is renting a truck.","The mechanic is renting a truck, and the manager the idea. What the manager is doing is renting out the truck","The mechanic is renting a truck, and the manager the idea. What the manager is doing is renting a truck.",Yes,No,"The mechanic is renting a truck, and the manager the idea. What the manager is doing is renting a truck, and",Yes,No,getting,No
160,33.0,T - T,"The scientist reported a finding, and the witness a crime.",Gapping,Patient,"The scientist reported a finding, and the witness a crime. What the witness did was","The scientist reported a finding, and the witness a crime. What the witness did was [MASK] a crime.",report,crime,"The scientist reported a finding, and the witness a crime. What the witness did was not only wrong,","The scientist reported a finding, and the witness a crime. What the witness did was to report the crime","The scientist reported a finding, and the witness a crime. What the witness did was not a crime.",Yes,Yes,"The scientist reported a finding, and the witness a crime. What the witness did was to report the crime,",Yes,Yes,report,Yes
161,33.0,T - AT,"The scientist reported a finding, and the witness a birth.",Gapping,Patient,"The scientist reported a finding, and the witness a birth. What the witness did was","The scientist reported a finding, and the witness a birth. What the witness did was [MASK] a birth.",report,birth,"The scientist reported a finding, and the witness a birth. What the witness did was to take the scientist","The scientist reported a finding, and the witness a birth. What the witness did was to take the witness","The scientist reported a finding, and the witness a birth. What the witness did was to take the scientist",No,No,"The scientist reported a finding, and the witness a birth. What the witness did was to take the scientist's",No,No,report,Yes
162,33.0,AT - T,"The scientist reported a marriage, and the witness a crime.",Gapping,Patient,"The scientist reported a marriage, and the witness a crime. What the witness did was","The scientist reported a marriage, and the witness a crime. What the witness did was [MASK] a crime.",report,crime,"The scientist reported a marriage, and the witness a crime. What the witness did was not illegal, but","The scientist reported a marriage, and the witness a crime. What the witness did was a crime of passion","The scientist reported a marriage, and the witness a crime. What the witness did was not a crime.",No,Yes,"The scientist reported a marriage, and the witness a crime. What the witness did was not a crime, but",No,Yes,report,Yes
163,33.0,AT - AT,"The scientist reported a marriage, and the witness a birth.",Gapping,Patient,"The scientist reported a marriage, and the witness a birth. What the witness did was","The scientist reported a marriage, and the witness a birth. What the witness did was [MASK] a birth.",report,birth,"The scientist reported a marriage, and the witness a birth. What the witness did was not to marry the","The scientist reported a marriage, and the witness a birth. What the witness did was to take the witness","The scientist reported a marriage, and the witness a birth. What the witness did was not a crime.",No,No,"The scientist reported a marriage, and the witness a birth. What the witness did was to take the witness's",No,No,report,Yes
164,33.0,T - SP violation,"The scientist reported a finding, and the witness the water.",Gapping,Patient,"The scientist reported a finding, and the witness the water. What the witness did was","The scientist reported a finding, and the witness the water. What the witness did was [MASK] the water.",report,water,"The scientist reported a finding, and the witness the water. What the witness did was to take the water","The scientist reported a finding, and the witness the water. What the witness did was report what the scientist","The scientist reported a finding, and the witness the water. What the witness did was to take the water",Yes,Yes,"The scientist reported a finding, and the witness the water. What the witness did was to take the water and",No,Yes,drink,No
165,34.0,T - T,"The soldier dug a trench, and the dog a hole.",Gapping,Patient,"The soldier dug a trench, and the dog a hole. What the dog did is","The soldier dug a trench, and the dog a hole. What the dog did is  [MASK] a hole.",dig,hole,"The soldier dug a trench, and the dog a hole. What the dog did is that he was digging","The soldier dug a trench, and the dog a hole. What the dog did is that it went to","The soldier dug a trench, and the dog a hole. What the dog did is a good example of",Yes,No,"The soldier dug a trench, and the dog a hole. What the dog did is that it dug a hole",No,Yes,dig,Yes
166,34.0,T - AT,"The soldier dug a trench, and the dog a grave.",Gapping,Patient,"The soldier dug a trench, and the dog a grave. What the dog did is","The soldier dug a trench, and the dog a grave. What the dog did is  [MASK] a grave.",dig,grave,"The soldier dug a trench, and the dog a grave. What the dog did is that he was a","The soldier dug a trench, and the dog a grave. What the dog did is a matter of dispute","The soldier dug a trench, and the dog a grave. What the dog did is not known. The",No,No,"The soldier dug a trench, and the dog a grave. What the dog did is not important. What is",No,No,dig,Yes
167,34.0,AT - T,"The soldier dug a pool, and the dog a hole.",Gapping,Patient,"The soldier dug a pool, and the dog a hole. What the dog did is","The soldier dug a pool, and the dog a hole. What the dog did is  [MASK] a hole.",dig,hole,"The soldier dug a pool, and the dog a hole. What the dog did is that he went in","The soldier dug a pool, and the dog a hole. What the dog did is that it went into","The soldier dug a pool, and the dog a hole. What the dog did is a good example of",No,No,"The soldier dug a pool, and the dog a hole. What the dog did is that it dug a hole",No,Yes,dig,Yes
