,ID,Condition,Sentence,Construction,Semantic_Role,Standard_Filler_position_GPT,Standard_Filler_position_BERT,Elliptical_Filler_position_GPT,Elliptical_Filler_position_BERT,Standard_filler,Elliptical_filler,Score1_BERT,Score2_BERT,Score1_GPT,Score2_GPT
165,34,T – T,"The soldier dug a trench, and the dog a hole.",Gapping,Patient,4,4,10,10,trench,hole,-3.8574256896972656,-4.782547950744629,-1.6521100997924805,-2.3673810958862305
166,34,T – AT,"The soldier dug a trench, and the dog a grave.",Gapping,Patient,4,4,10,10,trench,grave,-3.288325309753418,-7.220947265625,-1.6521100997924805,-3.8537378311157227
167,34,AT – T,"The soldier dug a pool, and the dog a hole.",Gapping,Patient,4,4,10,10,pool,hole,-6.437540531158447,-3.8226280212402344,-7.632597923278809,-2.4887285232543945
168,34,AT – AT,"The soldier dug a pool, and the dog a grave.",Gapping,Patient,4,4,10,10,pool,grave,-5.647871971130371,-6.575441360473633,-7.632597923278809,-4.289793968200684
169,34,T – SP violation,"The soldier dug a trench, and the dog a person.",Gapping,Patient,4,4,10,10,trench,person,-3.283306121826172,-9.070734024047852,-1.6521100997924805,-9.600482940673828
170,35,T – T,"The waiter has delivered a drink, and the postman a mail.",Gapping,Patient,5,5,12,12,drink,mail,-4.535422325134277,-7.661775588989258,-5.321052074432373,-5.271103858947754
171,35,T – AT,"The waiter has delivered a drink, and the postman a punch.",Gapping,Patient,5,5,12,12,drink,punch,-2.8175792694091797,-8.80677604675293,-5.321052074432373,-8.885467529296875
172,35,AT – T,"The waiter has delivered a speech, and the postman a mail.",Gapping,Patient,5,5,12,12,speech,mail,-8.471807479858398,-8.034492492675781,-7.289758682250977,-5.877609729766846
173,35,AT – AT,"The waiter has delivered a speech, and the postman a punch.",Gapping,Patient,5,5,12,12,speech,punch,-6.027904033660889,-9.433053970336914,-7.289758682250977,-7.474772930145264
174,35,T – SP violation,"The waiter has delivered a drink, and the postman the sun. ",Gapping,Patient,5,5,12,12,drink,sun,-4.385570526123047,-9.809393882751465,-5.321052074432373,-10.342621803283691
175,36,T – T,"The cook will mix ingredients, and the chemist will the substances.",Pseudo-gapping,Patient,4,4,11,11,ingredients,substances,-1.6112279891967773,-9.355803489685059,-5.418713569641113,-7.0549468994140625
176,36,T – AT,"The cook will mix ingredients, and the chemist will the music.",Pseudo-gapping,Patient,4,4,11,11,ingredients,music,-2.5113649368286133,-7.7980852127075195,-5.418713569641113,-9.893282890319824
177,36,AT – T,"The cook will mix the paint, and the chemist will the substances.",Pseudo-gapping,Patient,5,5,12,12,paint,substances,-9.663664817810059,-9.340320587158203,-9.004693984985352,-9.269594192504883
178,36,AT – AT,"The cook will mix the paint, and the chemist will the music.",Pseudo-gapping,Patient,5,5,12,12,paint,music,-8.38886833190918,-7.5345258712768555,-9.004693984985352,-10.570902824401855
179,36,T – SP violation,"The cook will mix ingredients, and the chemist will the dog.",Pseudo-gapping,Patient,4,4,11,11,ingredients,dog,-3.479456901550293,-7.355363368988037,-5.418713569641113,-10.489279747009277
180,37,T – T,"The child will drink the coke, and the student will the coffee.",Pseudo-gapping,Patient,6,6,13,13,##ke,coffee,-2.2502174377441406,-5.910285949707031,-0.1332998275756836,-6.139973163604736
181,37,T – AT,"The child will drink the coke, and the student will the gasoline.",Pseudo-gapping,Patient,6,6,13,13,##ke,gasoline,-0.8721084594726562,-9.012813568115234,-0.1332998275756836,-8.737348556518555
182,37,AT – T,"The child will drink the beer, and the student will the coffee.",Pseudo-gapping,Patient,5,5,12,12,beer,coffee,-3.974654197692871,-6.481345176696777,-4.3015594482421875,-5.774444103240967
183,37,AT – AT,"The child will drink the beer, and the student will the gasoline.",Pseudo-gapping,Patient,5,5,12,12,beer,gasoline,-3.324565887451172,-10.471460342407227,-4.3015594482421875,-8.594813346862793
184,37,T – SP violation,"The child will drink the coke, and the student will the music.",Pseudo-gapping,Patient,6,6,13,13,##ke,music,-2.250330924987793,-6.436110019683838,-0.1332998275756836,-6.910312652587891
185,38,T – T,"The child will visit his grandmother, and the tourist will the museum.",Pseudo-gapping,Patient,5,5,12,12,grandmother,museum,-3.539569854736328,-7.444100856781006,-3.3014793395996094,-7.7512054443359375
186,38,T – AT,"The child will visit his grandmother, and the tourist will the patient.",Pseudo-gapping,Patient,5,5,12,12,grandmother,patient,-4.313760757446289,-6.638052940368652,-3.3014793395996094,-9.47175407409668
187,38,AT – T,"The child will visit the president, and the tourist will the museum.",Pseudo-gapping,Patient,5,5,12,12,president,museum,-10.165793418884277,-6.675014019012451,-7.235579013824463,-7.8651957511901855
188,38,AT – AT,"The child will visit the president, and the tourist will the patient.",Pseudo-gapping,Patient,5,5,12,12,president,patient,-9.686084747314453,-7.13332462310791,-7.235579013824463,-9.171676635742188
189,38,T – SP violation,"The child will visit the president, and the tourist will the pen.",Pseudo-gapping,Patient,5,5,12,12,president,pen,-10.141528129577637,-12.692461013793945,-7.235579013824463,-10.147278785705566
190,39,T – T,"The child will tell a lie, and the grandfather will a story.",Pseudo-gapping,Patient,5,5,12,12,lie,story,-7.846707344055176,-6.389303207397461,-3.719620704650879,-8.696403503417969
191,39,T – AT,"The child will tell a lie, and the grandfather will the strategy.",Pseudo-gapping,Patient,5,5,12,12,lie,strategy,-4.221712112426758,-9.87867259979248,-3.719620704650879,-13.419046401977539
192,39,AT – T,"The child will tell the verdict, and the grandfather will a story.",Pseudo-gapping,Patient,5,5,12,12,verdict,story,-12.025114059448242,-6.76788854598999,-10.694761276245117,-10.754091262817383
193,39,AT – AT,"The child will tell the verdict, and the grandfather will the strategy.",Pseudo-gapping,Patient,5,5,12,12,verdict,strategy,-11.844411849975586,-10.899870872497559,-10.694761276245117,-11.864835739135742
194,39,T – SP violation,"The child will tell a lie, and the grandfather will a cake. ",Pseudo-gapping,Patient,5,5,12,12,lie,cake,-4.537920951843262,-12.178712844848633,-3.719620704650879,-13.149171829223633
195,40,T – T,"The refugee will find shelter, and the animal will the food.",Pseudo-gapping,Patient,4,4,11,11,shelter,food,-1.4906387329101562,-4.361397743225098,-3.8340330123901367,-5.431552410125732
196,40,T – AT,"The refugee will find shelter, and the animal will the map.",Pseudo-gapping,Patient,4,4,11,11,shelter,map,-5.888664245605469,-8.899497985839844,-3.8340330123901367,-10.600400924682617
197,40,AT – T,"The refugee will find the doll, and the animal will the food.",Pseudo-gapping,Patient,5,5,12,12,doll,food,-9.629766464233398,-5.41768217086792,-12.051077842712402,-6.861719131469727
198,40,AT – AT,"The refugee will find the doll, and the animal will the map.",Pseudo-gapping,Patient,5,5,12,12,doll,map,-7.9974212646484375,-7.324889659881592,-12.051077842712402,-8.419595718383789
199,40,T – SP violation,"The refugee will find shelter, and the animal will the sadness.",Pseudo-gapping,Patient,4,4,11,11,shelter,sadness,-4.469228744506836,-11.00805950164795,-3.8340330123901367,-11.437263488769531
200,41,T – T,"The waiter will open the bottle, and the child will the present.",Pseudo-gapping,Patient,5,5,12,12,bottle,present,-4.205976486206055,-8.602100372314453,-3.973008632659912,-7.444033622741699
201,41,T – AT,"The waiter will open the bottle, and the child will the congress.",Pseudo-gapping,Patient,5,5,12,12,bottle,congress,-3.5418243408203125,-14.541214942932129,-3.973008632659912,-14.606132507324219
202,41,AT – T,"The waiter will open the sarcophagus, and the child will the present.",Pseudo-gapping,Patient,7,9,14,16,##gus,present,-0.0054912567138671875,-7.687626838684082,-0.0010623931884765625,-6.993954181671143
203,41,AT – AT,"The waiter will open the sarcophagus, and the child will the congress.",Pseudo-gapping,Patient,7,9,14,16,##gus,congress,-0.0041332244873046875,-13.480995178222656,-0.0010623931884765625,-14.053330421447754
204,41,T – SP violation,"The waiter will open the bottle, and the child will the sun. ",Pseudo-gapping,Patient,5,5,12,12,bottle,sun,-4.149535179138184,-9.182978630065918,-3.973008632659912,-9.465826034545898
205,42,T – T,"The librarian will stack the books, and the lumberjack will the wood.",Pseudo-gapping,Patient,6,5,14,13,books,wood,-0.8276958465576172,-5.936776638031006,-1.4793701171875,-2.8138227462768555
206,42,T – AT,"The librarian will stack the books, and the lumberjack will the suitcase.",Pseudo-gapping,Patient,6,5,14,13,books,suitcase,-1.1216363906860352,-9.82127571105957,-1.4793701171875,-11.34935474395752
207,42,AT – T,"The librarian will stack the supplies, and the lumberjack will the wood.",Pseudo-gapping,Patient,6,5,14,13,supplies,wood,-6.788577079772949,-6.233663082122803,-8.568014144897461,-2.6329269409179688
208,42,AT – AT,"The librarian will stack the supplies, and the lumberjack will the suitcase.",Pseudo-gapping,Patient,6,5,14,13,supplies,suitcase,-7.334589004516602,-8.984219551086426,-8.568014144897461,-11.160294532775879
209,42,T – SP violation,"The librarian will stack the books, and the lumberjack will the river.",Pseudo-gapping,Patient,6,5,14,13,books,river,-2.5802955627441406,-9.104228973388672,-1.4793701171875,-9.525289535522461
210,43,T – T,"The tailor will sew the dress, and the doctor will the wound.",Pseudo-gapping,Patient,5,7,12,14,dress,wound,-3.410877227783203,-9.091341018676758,-3.7246408462524414,-5.863376617431641
211,43,T – AT,"The tailor will sew the dress, and the doctor will the shoe.",Pseudo-gapping,Patient,5,7,12,14,dress,shoe,-2.1795291900634766,-6.385709285736084,-3.7246408462524414,-6.128471374511719
212,43,AT – T,"The tailor will sew the parachute, and the doctor will the wound.",Pseudo-gapping,Patient,5,7,12,14,parachute,wound,-10.19095230102539,-7.886224746704102,-9.825825691223145,-5.985903739929199
213,43,AT – AT,"The tailor will sew the parachute, and the doctor will the shoe",Pseudo-gapping,Patient,5,7,12,14,parachute,shoe,-9.60937213897705,-11.490152359008789,-9.825825691223145,-8.108266830444336
214,43,T – SP violation,"The tailor will sew the dress, and the doctor will the banana.",Pseudo-gapping,Patient,5,7,12,14,dress,banana,-3.758023262023926,-9.935564041137695,-3.7246408462524414,-12.343498229980469
215,44,T – T,"The fighter will kick the opponent, and the footballer will the ball.",Pseudo-gapping,Patient,5,5,12,12,opponent,ball,-5.54946231842041,-4.614323616027832,-2.4885778427124023,-2.3188886642456055
216,44,T – AT,"The fighter will kick the opponent, and the footballer will the vase.",Pseudo-gapping,Patient,5,5,13,12,opponent,vase,-3.956571578979492,-11.3369779586792,-2.4885778427124023,-3.1837377548217773
217,44,AT – T,"The fighter will kick the television, and the footballer will the ball.",Pseudo-gapping,Patient,5,5,12,12,television,ball,-13.776251792907715,-2.8607311248779297,-9.639677047729492,-1.688826560974121
218,44,AT – AT,"The fighter will kick the television, and the footballer will the vase.",Pseudo-gapping,Patient,5,5,13,12,television,vase,-11.353691101074219,-9.192133903503418,-9.639677047729492,-1.9636106491088867
219,44,T – SP violation,"The fighter will kick the opponent, and the footballer will the water.",Pseudo-gapping,Patient,5,5,12,12,opponent,water,-4.509212493896484,-10.194544792175293,-2.4885778427124023,-9.430365562438965
220,45,T – T,"The climber will climb the rock, and the librarian will the ladder.",Pseudo-gapping,Patient,6,6,14,13,rock,ladder,-4.272599220275879,-3.428399085998535,-4.424981117248535,-6.219851493835449
221,45,T – AT,"The climber will climb the rock, and the librarian will the tree.",Pseudo-gapping,Patient,6,6,14,13,rock,tree,-2.1563491821289062,-3.696892738342285,-4.424981117248535,-6.850668907165527
222,45,AT – T,"The climber will climb the staircase, and the librarian will the ladder.",Pseudo-gapping,Patient,6,6,14,13,staircase,ladder,-4.385225296020508,-3.6454687118530273,-7.413088798522949,-4.482677936553955
223,45,AT – AT,"The climber will climb the staircase, and the librarian will the tree.",Pseudo-gapping,Patient,6,6,14,13,staircase,tree,-6.710701942443848,-7.00416898727417,-7.413088798522949,-8.361429214477539
224,45,T – SP violation,"The climber will climb the rock, and the librarian will the snow. ",Pseudo-gapping,Patient,6,6,14,13,rock,snow,-2.4784984588623047,-7.907174110412598,-4.424981117248535,-7.683056831359863
225,46,T – T,"I know the electrician is checking something, but I don’t know what.",Sluicing,Patient,7,7,16,15,something,what,-2.0365772247314453,-0.06154441833496094,-5.885288715362549,-0.6962709426879883
226,46,T – AT,"I know the electrician is checking something, but I don’t know who.",Sluicing,Patient,7,7,16,15,something,who,-3.954279899597168,-6.109807968139648,-5.885288715362549,-3.895101547241211
227,46,AT – T,"I know the electrician is checking someone, but I don’t know what.",Sluicing,Patient,7,7,16,15,someone,what,-6.696175575256348,-1.653254508972168,-9.585013389587402,-1.8483991622924805
228,46,AT – AT,"I know the electrician is checking someone, but I don’t know who.",Sluicing,Patient,7,7,16,15,someone,who,-6.766079425811768,-1.1591558456420898,-9.585013389587402,-1.6235160827636719
229,46,T – SP violation,"I know the electrician is checking something, but I don’t know whom.",Sluicing,Patient,7,7,16,15,something,whom,-4.137663841247559,-9.98538875579834,-5.885288715362549,-8.496756553649902
230,47,T – T,"The dog carried something, but I didn’t know what.",Sluicing,Patient,3,3,12,11,something,what,-0.07287025451660156,-0.04424858093261719,-6.497448444366455,-0.22382164001464844
231,47,T – AT,"The dog carried something, but I didn’t know when.",Sluicing,Patient,3,3,12,11,something,when,-4.418402671813965,-8.892572402954102,-6.497448444366455,-7.1735053062438965
232,47,AT – T,"The dog carried someone, but I didn’t know what.",Sluicing,Patient,3,3,12,11,someone,what,-4.8409013748168945,-2.707548141479492,-8.10011100769043,-2.4358949661254883
233,47,AT – AT,"The dog carried someone, but I didn’t know when. ",Sluicing,Patient,3,3,12,11,someone,when,-6.097504615783691,-7.700416564941406,-8.10011100769043,-5.818689346313477
234,47,T – SP violation,"The dog carried something, but I didn’t know whom.",Sluicing,Patient,3,3,12,11,something,whom,-1.9890079498291016,-9.654266357421875,-6.497448444366455,-8.899886131286621
235,48,T – T,"The teenager is hearing something, but his friend doesn’t know what.",Sluicing,Patient,4,4,14,13,something,what,-0.3683481216430664,-0.4576683044433594,-7.011599540710449,-0.18119049072265625
236,48,T – AT,"The teenager is hearing something, but his friend doesn’t know who.",Sluicing,Patient,4,4,14,13,something,who,-1.7799177169799805,-6.302724838256836,-7.011599540710449,-5.040778160095215
237,48,AT – T,"The teenager is hearing someone, but his friend doesn’t know what. ",Sluicing,Patient,4,4,14,13,someone,what,-5.442602157592773,-2.9067821502685547,-7.605967998504639,-1.152125358581543
238,48,AT – AT,"The teenager is hearing someone, but his friend doesn’t know who.",Sluicing,Patient,4,4,14,13,someone,who,-1.7870759963989258,-2.557514190673828,-7.605967998504639,-1.176011085510254
239,48,T – SP violation,"The teenager is hearing something, but his friend doesn’t know whom.",Sluicing,Patient,4,4,14,13,something,whom,-2.3038272857666016,-10.847383499145508,-7.011599540710449,-8.865765571594238
240,49,T – T,"The housewife is mopping something, but Sam doesn’t know what.",Sluicing,Patient,6,6,15,14,something,what,-3.623196601867676,-1.233591079711914,-8.557615280151367,-0.7877845764160156
241,49,T – AT,"The housewife is mopping something, but Sam doesn’t know who.",Sluicing,Patient,6,6,15,14,something,who,-4.955022811889648,-3.678812026977539,-8.557615280151367,-3.226652145385742
242,49,AT – T,"The housewife is mopping someone, but Sam doesn’t know what.",Sluicing,Patient,6,6,15,14,someone,what,-7.775462627410889,-3.006742477416992,-8.652643203735352,-1.6820669174194336
243,49,AT – AT,"The housewife is mopping someone, but Sam doesn’t know who.",Sluicing,Patient,6,6,15,14,someone,who,-7.2540717124938965,-3.8922243118286133,-8.652643203735352,-1.7658233642578125
244,49,T – SP violation,"The housewife is mopping something, but Sam doesn’t know whom.",Sluicing,Patient,6,6,15,14,something,whom,-5.581351280212402,-6.745319366455078,-8.557615280151367,-7.534791946411133
245,50,T – T,"The speleologist is examining something, but we don’t know what.",Sluicing,Patient,6,7,15,15,something,what,-0.9596996307373047,-0.051876068115234375,-7.8449296951293945,-0.2022857666015625
246,50,T – AT,"The speleologist is examining something, but we don’t know who. ",Sluicing,Patient,6,7,15,15,something,who,-2.4824867248535156,-6.709219932556152,-7.8449296951293945,-5.371596336364746
247,50,AT – T,"The speleologist is examining someone, but we don’t know what.",Sluicing,Patient,6,7,15,15,someone,what,-5.362588882446289,-2.7650527954101562,-10.0103178024292,-2.1444482803344727
248,50,AT – AT,"The speleologist is examining someone, but we don’t know who.",Sluicing,Patient,6,7,15,15,someone,who,-2.377307891845703,-0.536229133605957,-10.0103178024292,-0.868922233581543
249,50,T – SP violation,"The speleologist is examining something, but we don’t know whom.",Sluicing,Patient,6,7,15,15,something,whom,-3.124990463256836,-11.215082168579102,-7.8449296951293945,-9.977485656738281
250,51,T – T,"The businessman paid the bill with his credit card, and the student did with cash.",VP-ellipsis,Instrument,8,8,15,15,card,cash,-0.07547378540039062,-2.278985023498535,-0.0764017105102539,-5.078914642333984
251,51,T – AT,"The businessman paid the bill with his credit card, and the student did with a bank transfer. ",VP-ellipsis,Instrument,8,8,17,17,card,transfer,-0.05178260803222656,-7.318345069885254,-0.0764017105102539,-2.163684844970703
252,51,AT – T,"The businessman paid the bill with coins, and the student did with cash. ",VP-ellipsis,Instrument,6,6,13,13,coins,cash,-3.2927770614624023,-2.1541900634765625,-7.668575286865234,-3.101058006286621
253,51,AT – AT,"The businessman paid the bill with coins, and the student did with a bank transfer. ",VP-ellipsis,Instrument,6,6,15,15,coins,transfer,-6.064159393310547,-7.76582145690918,-7.668575286865234,-4.011568069458008
254,51,T – SP violation,"The businessman paid the bill with his credit card, and the student did with his hair.",VP-ellipsis,Instrument,8,8,16,16,card,hair,-0.1508007049560547,-7.615159034729004,-0.0764017105102539,-8.604825973510742
255,52,T – T,"The dog drank water with the bowl, and the man did with the glass.",VP-ellipsis,Instrument,6,6,14,14,bowl,glass,-5.190847396850586,-4.3608903884887695,-4.89821720123291,-4.556158542633057
256,52,T – AT,"The dog drank water with the bowl, and the man did with the dish. ",VP-ellipsis,Instrument,6,6,14,14,bowl,dish,-4.2513628005981445,-5.604613304138184,-4.89821720123291,-5.040586471557617
257,52,AT – T,"The dog drank water with the bottle, and the man did with the glass. ",VP-ellipsis,Instrument,6,6,14,14,bottle,glass,-2.382279396057129,-2.8592567443847656,-4.879699230194092,-4.522940635681152
258,52,AT – AT,"The dog drank water with the bottle, and the man did with the dish. ",VP-ellipsis,Instrument,6,6,14,14,bottle,dish,-4.805167198181152,-6.631797790527344,-4.879699230194092,-6.4654364585876465
259,52,T – SP violation,"The dog drank water with the bowl, and the man did with the ball. ",VP-ellipsis,Instrument,6,6,14,14,bowl,ball,-4.593206405639648,-6.413758277893066,-4.89821720123291,-6.202521800994873
260,53,T – T,"The mother prepares the food with the microwave, the cook will with the oven. ",VP-ellipsis,Instrument,7,7,14,14,microwave,oven,-6.822996616363525,-2.1122608184814453,-7.476694107055664,-2.387331962585449
261,53,T – AT,"The mother prepares the food with the microwave, the cook will with the kiln.",VP-ellipsis,Instrument,7,7,15,16,microwave,##n,-9.225713729858398,-0.33866119384765625,-7.476694107055664,-0.16300678253173828
262,53,AT – T,"The mother prepares the food with the bonfire, the cook will with the oven.",VP-ellipsis,Instrument,8,9,15,16,##fire,oven,-0.19192123413085938,-5.085517406463623,-1.720646858215332,-4.610950946807861
263,53,AT – AT,"The mother prepares the food with the bonfire, the cook will with the kiln.",VP-ellipsis,Instrument,8,9,16,18,##fire,##n,-0.2768230438232422,-0.3133373260498047,-1.720646858215332,-0.22617340087890625
264,53,T – SP violation,"The mother prepares the food with the microwave, the cook will with the madness. ",VP-ellipsis,Instrument,7,7,14,14,microwave,madness,-11.491583824157715,-14.069232940673828,-7.476694107055664,-14.142351150512695
265,54,T – T,"The singer performed the music with the guitar, the musician will with the bass.",VP-ellipsis,Instrument,7,7,14,14,guitar,bass,-0.841618537902832,-1.8967781066894531,-6.813745498657227,-2.9374303817749023
266,54,T – AT,"The singer performed the music with the guitar, the musician will with the headphones.",VP-ellipsis,Instrument,7,7,14,15,guitar,##phones,-1.9434576034545898,-0.2920093536376953,-6.813745498657227,-7.895212173461914
267,54,AT – T,"The singer performed the music with the megaphone, the musician will with the bass.",VP-ellipsis,Instrument,9,9,16,16,##phone,bass,-0.05922508239746094,-4.40786600112915,-0.06090354919433594,-5.755431175231934
268,54,AT – AT,"The singer performed the music with the megaphone, the musician will with the headphones.",VP-ellipsis,Instrument,9,9,16,17,##phone,##phones,-0.16824913024902344,-0.7335376739501953,-0.06090354919433594,-6.2982964515686035
269,54,T – SP violation,"The singer performed the music with the guitar, the musician will with the pocket. ",VP-ellipsis,Instrument,7,7,14,14,guitar,pocket,-2.3649024963378906,-12.7451810836792,-6.813745498657227,-7.854302406311035
270,55,T – T,"The doctor healed the patient with the antibiotic, and the osteopath will with a massage.",VP-ellipsis,Instrument,7,8,16,19,##biotic,massage,-1.6232795715332031,-3.66900634765625,-7.26993465423584,-8.212933540344238
271,55,T – AT,"The doctor healed the patient with the antibiotic, and the osteopath will with soda.",VP-ellipsis,Instrument,7,8,15,18,##biotic,soda,-1.7835273742675781,-14.641752243041992,-7.26993465423584,-11.898602485656738
272,55,AT – T,"The doctor healed the patient with the gasoline, and the osteopath will with a massage.",VP-ellipsis,Instrument,7,7,16,18,gasoline,massage,-10.61512565612793,-4.379861354827881,-11.238553047180176,-8.602956771850586
273,55,AT – AT,"The doctor healed the patient with the gasoline, and the osteopath will with soda. ",VP-ellipsis,Instrument,7,7,15,17,gasoline,soda,-10.139699935913086,-13.899706840515137,-11.238553047180176,-9.410049438476562
274,55,T – SP violation,"The doctor healed the patient with the antibiotic, and the osteopath will with sunglasses.",VP-ellipsis,Instrument,7,8,15,18,##biotic,sunglasses,-1.7465095520019531,-15.659773826599121,-7.26993465423584,-12.535162925720215
275,56,T – T,"The father drank milk with the cup, and the newborn did the same thing with the bottle.",Do-x/ Do-so anaphora,Instrument,6,6,17,17,cup,bottle,-4.933919906616211,-5.390408515930176,-7.280412673950195,-3.8203163146972656
276,56,T – AT,"The father drank milk with the cup, and the newborn did the same thing with the glass. ",Do-x/ Do-so anaphora,Instrument,6,6,17,17,cup,glass,-4.257645606994629,-5.5514702796936035,-7.280412673950195,-5.5448431968688965
277,56,AT – T,"The father drank milk with the dish, and the newborn did the same thing with the bottle.  ",Do-x/ Do-so anaphora,Instrument,6,6,17,17,dish,bottle,-7.852659702301025,-6.025704383850098,-7.380945682525635,-3.3639001846313477
278,56,AT – AT,"The father drank milk with the dish, and the newborn did the same thing with the glass. ",Do-x/ Do-so anaphora,Instrument,6,6,17,17,dish,glass,-7.412580490112305,-6.671539783477783,-7.380945682525635,-4.822007179260254
279,56,T – SP violation,"The father drank milk with the cup, and the newborn did the same thing with the painting. ",Do-x/ Do-so anaphora,Instrument,6,6,17,17,cup,painting,-6.454631805419922,-12.650140762329102,-7.280412673950195,-14.043842315673828
280,57,T – T,"The mechanic fixed the bike with a wrench, and so did the cyclist with a screwdriver.",Do-x/ Do-so anaphora,Instrument,7,8,17,19,##rench,##iver,-0.00675201416015625,-0.0012683868408203125,-6.591745853424072,-0.06780433654785156
281,57,T – AT,"The mechanic fixed the bike with a wrench, and so did the cyclist with a spoon.",Do-x/ Do-so anaphora,Instrument,7,8,16,17,##rench,spoon,-0.00734710693359375,-6.47273588180542,-6.591745853424072,-8.32072639465332
282,57,AT – T,"The mechanic fixed the bike with a tape, and so did the cyclist with a screwdriver.",Do-x/ Do-so anaphora,Instrument,7,7,17,18,tape,##iver,-7.23886251449585,-0.0015087127685546875,-7.136148929595947,-0.12017631530761719
283,57,AT – AT,"The mechanic fixed the bike with a tape, and so did the cyclist with a spoon. ",Do-x/ Do-so anaphora,Instrument,7,7,16,16,tape,spoon,-7.825311183929443,-7.379690170288086,-7.136148929595947,-8.122518539428711
284,57,T – SP violation,"The mechanic fixed the bike with a wrench, and so did the cyclist with the potato.",Do-x/ Do-so anaphora,Instrument,7,8,16,17,##rench,potato,-0.010772705078125,-11.044116020202637,-6.591745853424072,-11.219413757324219
285,58,T – T,"The child played with toys, and the teenager did so with videogames too.",Do-x/ Do-so anaphora,Instrument,4,4,13,14,toys,##s,-1.558889389038086,-0.0405120849609375,-3.86869478225708,-0.034236907958984375
286,58,T – AT,"The child played with toys, and the teenager did so with food too.",Do-x/ Do-so anaphora,Instrument,4,4,12,12,toys,food,-3.0638608932495117,-3.4857654571533203,-3.86869478225708,-7.781069755554199
287,58,AT – T,"The child played with money, and the teenager did so with videogames too.",Do-x/ Do-so anaphora,Instrument,4,4,13,14,money,##s,-7.703945159912109,-0.06312179565429688,-8.22998332977295,-0.027378082275390625
288,58,AT – AT,"The child played with money, and the teenager did so with food too.",Do-x/ Do-so anaphora,Instrument,4,4,12,12,money,food,-5.3198699951171875,-3.9820284843444824,-8.22998332977295,-5.837493896484375
289,58,T – SP violation,"The child played with toys, and the teenager did so with the sun too.",Do-x/ Do-so anaphora,Instrument,4,4,13,13,toys,sun,-8.45399284362793,-8.651268005371094,-3.86869478225708,-8.759119033813477
290,59,T – T,"The terrorist escaped with weapons, and so did civilians with supplies. ",Do-x/ Do-so anaphora,Instrument,4,4,11,11,weapons,supplies,-1.802138328552246,-6.008237838745117,-6.473886489868164,-5.4566192626953125
291,59,T – AT,"The terrorist escaped with weapons, and so did civilians with the jewelry. ",Do-x/ Do-so anaphora,Instrument,4,4,12,12,weapons,jewelry,-2.886052131652832,-7.967501163482666,-6.473886489868164,-9.712486267089844
292,59,AT – T,"The terrorist escaped with flowers, and so did civilians with supplies.",Do-x/ Do-so anaphora,Instrument,4,4,11,11,flowers,supplies,-7.771746635437012,-6.322745323181152,-10.565908432006836,-6.959206581115723
293,59,AT – AT,"The terrorist escaped with flowers, and so did civilians with the jewelry.",Do-x/ Do-so anaphora,Instrument,4,4,12,12,flowers,jewelry,-7.120441436767578,-6.388542175292969,-10.565908432006836,-9.075002670288086
294,59,T – SP violation,"The terrorist escaped with weapons, and so did civilians with the sea.",Do-x/ Do-so anaphora,Instrument,4,4,12,12,weapons,sea,-4.242438316345215,-12.185644149780273,-6.473886489868164,-10.814156532287598
295,60,T – T,"The tailor sewed with the sewing machine, and the doctor did the same thing with the needle.",Do-x/ Do-so anaphora,Instrument,7,8,18,19,machine,needle,-0.9603309631347656,-5.2296600341796875,-0.17466449737548828,-3.3694067001342773
296,60,T – AT,"The tailor sewed with the sewing machine, and the doctor did the same thing with scissors.",Do-x/ Do-so anaphora,Instrument,7,8,17,20,machine,##sors,-0.659515380859375,-6.67572021484375e-05,-0.17466449737548828,-5.768546104431152
297,60,AT – T,"The tailor sewed with the pen, and the doctor did the same thing with the needle.",Do-x/ Do-so anaphora,Instrument,6,7,17,18,pen,needle,-6.709742069244385,-4.239272117614746,-8.630242347717285,-2.2622337341308594
298,60,AT – AT,"The tailor sewed with the pen, and the doctor did the same thing with scissors.",Do-x/ Do-so anaphora,Instrument,6,7,16,19,pen,##sors,-7.489008903503418,-0.0001373291015625,-8.630242347717285,-5.6892218589782715
299,60,T – SP violation,"The tailor sewed with the sewing machine, and the doctor did the same thing with the river.",Do-x/ Do-so anaphora,Instrument,7,8,18,19,machine,river,-1.127120018005371,-9.942220687866211,-0.17466449737548828,-13.364595413208008
300,61,T – T,"The child draws flowers with the pencil, and the painter with the brush.",Gapping,Instrument,6,6,13,13,pencil,brush,-3.2015199661254883,-0.6677484512329102,-5.11324405670166,-0.1348114013671875
301,61,T – AT,"The child draws flowers with the pencil, and the painter with the highlighter.",Gapping,Instrument,6,6,15,14,pencil,##er,-3.7548370361328125,-0.04746723175048828,-5.11324405670166,-0.0023860931396484375
302,61,AT – T,"The child draws flowers with the scalpel, and the painter with the brush.",Gapping,Instrument,7,7,14,14,##el,brush,-0.15066814422607422,-1.982675552368164,-0.04825305938720703,-0.5482006072998047
303,61,AT – AT,"The child draws flowers with the scalpel, and the painter with the highlighter.",Gapping,Instrument,7,7,16,15,##el,##er,-0.1552877426147461,-0.02893829345703125,-0.04825305938720703,-0.00240325927734375
304,61,T – SP violation,"The child draws flowers with the pencil, and the painter with the snow.",Gapping,Instrument,6,6,13,13,pencil,snow,-7.933220863342285,-11.471353530883789,-5.11324405670166,-13.499080657958984
